thai,german,transliteration,pos,tags,lesson,exampleThai,exampleGerman
กว้าง,breit,kwang,Adjektiv,"eigenschaften,A1",4,ถนนเส้นนี้กว้าง,Diese Straße ist breit.
ลึก,tief,luek,Adjektiv,"eigenschaften,A1",4,น้ำตรงนี้ลึก,Das Wasser ist hier tief.
ตื้น,flach,tuen,Adjektiv,"eigenschaften,A1",4,น้ำตรงนี้ตื้น,Das Wasser ist hier flach.
ทื่อ,stumpf,thue,Adjektiv,"eigenschaften,A1",4,มีดเล่มนี้ทื่อ,Dieses Messer ist stumpf.
เรียบ,glatt,riap,Adjektiv,"eigenschaften,A1",4,พื้นนี้เรียบมาก,Dieser Boden ist sehr glatt.
หยาบ,rau,yap,Adjektiv,"eigenschaften,A1",4,ผ้านี้หยาบไปหน่อย,Dieser Stoff ist etwas rau.
นุ่ม,weich,num,Adjektiv,"eigenschaften,A1",4,หมอนใบนี้นุ่มมาก,Dieses Kissen ist sehr weich.
แข็ง,hart,khaeng,Adjektiv,"eigenschaften,A1",4,ขนมปังนี้แข็งเกินไป,Dieses Brot ist zu hart.
บางครั้ง,manchmal,baang-khrang,Adverb,"Basics,A1",2,บางครั้งฉันทำอาหาร,Manchmal koche ich.
เสมอ,immer,sa-moe,Adverb,"Basics,A1",2,ฉันตื่นเช้าเสมอ,Ich wache immer früh auf.
บ่อย,oft,boi,Adverb,"zeit,A1",5,ฉันไปที่ร้านนี้บ่อย,Ich gehe oft in diesen Laden.
เพียง,nur,phiang,Adverb,"grammatik,A1",5,ฉันมีเวลาเพียงสิบนาที,Ich habe nur zehn Minuten Zeit.
เกือบ,fast,kueap,Adverb,"grammatik,A1",5,ฉันเกือบลืมกระเป๋า,Ich hätte fast die Tasche vergessen.
เหมือนกัน,gleich sein,muean kan,Verb,"grammatik,A1",5,สองประโยคนี้เหมือนกัน,Die zwei Sätze sind gleich.
ทั้งหมด,alles/gesamt,thangmot,Pronomen,"grammatik,A1",5,ฉันอ่านทั้งหมดแล้ว,Ich habe alles gelesen.
บางส่วน,ein Teil,bang suan,Pronomen,"grammatik,A1",5,คำนี้คือบางส่วน,Ich verstehe nur einen Teil des Textes.
แต่ละ,jeder einzelne,tae la,Pronomen,"grammatik,A1",5,คำนี้คือแต่ละ,Jeder einzelne Schritt ist wichtig.
ควร,sollte,khuan,Modalverb,"grammatik,A1",5,ฉันใช้คำว่าควรบ่อย,Du solltest heute früher schlafen.
อาจจะ,vielleicht/könnte,at ja,Modalverb,"grammatik,A1",5,ฉันใช้คำว่าอาจจะบ่อย,Vielleicht komme ich etwas später.
แน่นอน,sicher/definitiv,nae non,Adverb,"grammatik,A1",5,คำนี้คือแน่นอน,Morgen komme ich ganz sicher.
ดูทีวี,fernsehen,du thiiwii,Verb,"Medien,A1",5,ตอนเย็นฉันดูทีวี,Am Abend sehe ich fern.
อยู่ต่อ,bleiben,yu to,Verb,"Verben,Alltag,A1",5,วันนี้ฉันอยู่ต่อที่บ้าน,Ich bleibe heute zu Hause.
คุ้ม,günstig,khum,Adjektiv,"Einkaufen,A1",5,ร้านนี้คุ้มมาก,Dieser Laden ist sehr günstig.
ด้วยกัน,zusammen,duai gan,Adverb,"Grundwortschatz,A1",5,เราไปด้วยกัน,Wir gehen zusammen.
วันหยุดพักผ่อน,Urlaub,wan yut phak phon,Nomen,"Reisen,A1",5,วันหยุดพักผ่อนนี้เราไปทะเล,Im Urlaub fahren wir ans Meer.
ด้วย,mit/auch,duai,Präposition,"Grundwortschatz,A1",5,ฉันไปตลาดด้วย,Ich gehe auch auf den Markt.
ต้องการ,wollen/benötigen,tong kan,Verb,"Grundwortschatz,A1",5,ฉันต้องการน้ำ,Ich möchte Wasser.
หน่อย,ein bisschen / bitte (Partikel),noi,Partikel,"Grundwortschatz,A1",5,ช่วยฉันหน่อย,Kannst du mir bitte helfen?
ทาง,Weg/Richtung,thang,Nomen,"Grundwortschatz,A1",5,ไปทางซ้าย,Geh nach links.
ใส่,tragen / hineinlegen,sai,Verb,"Grundwortschatz,A1",5,ฉันใส่หมวก,Ich trage einen Hut.
ตอน,Zeitpunkt / Abschnitt,ton,Nomen,"Grundwortschatz,A1",5,วันนี้ฉันทำงานตอนเช้า,Heute arbeite ich am Morgen.
เพื่อ,für / damit,phuea,Präposition,"Grundwortschatz,A1",5,ฉันเรียนภาษาไทยเพื่อทำงาน,Ich lerne Thai für die Arbeit.
ว่า,dass,waa,Konjunktion,"Grundwortschatz,A1",5,ฉันรู้ว่าเขาอยู่บ้าน,"Ich weiß, dass er zu Hause ist."
จะ,werden / (Futurpartikel),ja,Partikel,"Grundwortschatz,A1",5,พรุ่งนี้ฉันจะไปตลาด,Morgen werde ich auf den Markt gehen.
เก็บ,aufbewahren / wegräumen,kep,Verb,"Grundwortschatz,A1",5,ฉันเก็บหนังสือบนโต๊ะ,Ich lege das Buch auf den Tisch.
รวม,inklusive / insgesamt,ruam,Adjektiv,"Grundwortschatz,A1",5,รวมอาหารเช้าหรือไม่,Ist Frühstück inklusive?
ทอน,Wechselgeld geben,thon,Verb,"Grundwortschatz,A1",5,ช่วยทอนเงินหน่อย,Bitte geben Sie mir Wechselgeld.
นิดหน่อย,ein bisschen,nit noi,Adverb,"Grundwortschatz,A1",5,ฉันพูดภาษาไทยได้นิดหน่อย,Ich spreche ein bisschen Thai.
สำหรับ,für,samrap,Präposition,"Grundwortschatz,A1",5,ขอบคุณมากสำหรับความช่วยเหลือ,Vielen Dank für Ihre Hilfe.
ความ,Nominalpräfix (Abstraktbildung),khwam,Präfix,"Grundwortschatz,A1",5,ความฝันของฉันคือการเดินทางรอบโลก,Mein Traum ist eine Weltreise.
นี้,"dieser/diese/dieses (nah, unhöflich-neutral)",nii,Demonstrativpronomen,"Grundwortschatz,A1",5,เมืองนี้มีสะพาน,Diese Stadt hat eine Brücke.
นี่,hier/dies hier,nii,Adverb,"Grundwortschatz,A1",5,ลุงกับป้าอยู่ที่นี่,Onkel und Tante sind hier.
พก,mitnehmen / bei sich tragen,phok,Verb,"Grundwortschatz,A1",5,ฉันพกร่ม,Ich habe einen Regenschirm dabei.
ต้อง,müssen,tong,Modalverb,"Grundwortschatz,A1",5,ฉันต้องไปธนาคาร,Ich muss zur Bank.
คือ,ist/sind (definierend),khue,Verb,"Grundwortschatz,A1",5,นี่คือตัวอย่างที่ดี,Das ist ein gutes Beispiel.
ยิน,sich freuen / erfreut sein (in festen Wendungen),yin,Verb,"Grundwortschatz,A1",5,ยินดีที่ได้รู้จัก,"Freut mich, dich kennenzulernen."
ขับรถ,Auto fahren,khap-rot,Verb,"Travel,A2",2,ฉันขับรถไปทำงาน,Ich fahre mit dem Auto zur Arbeit.
ออกกำลังกาย,Sport treiben,ok-kamlang-kai,Verb,"Health,A2",2,ฉันออกกำลังกายทุกเช้า,Ich mache morgens Sport.
ทำอาหาร,kochen (allgemein),tham-aahaan,Verb,"Food,A2",2,ฉันทำอาหารเย็น,Ich koche das Abendessen.
ล้าง,waschen/spülen,laang,Verb,"Home,A2",2,ฉันล้างจาน,Ich spüle das Geschirr.
ทำความสะอาด,putzen,tham-khwaam-sa-aat,Verb,"Home,A2",2,ฉันทำความสะอาดบ้าน,Ich putze die Wohnung.
ซักผ้า,Wäsche waschen,sak-phaa,Verb,"Home,A2",2,ฉันซักผ้าวันเสาร์,Ich wasche am Samstag die Wäsche.
ยี่สิบ,zwanzig,yii-sip,Zahl,"Basics,A2",2,ยี่สิบ,zwanzig
ร้อย,hundert,roi,Zahl,"Basics,A2",2,ร้อย,hundert
พัน,tausend,phan,Zahl,"Basics,A2",2,พัน,tausend
ห้องครัว,Küche,hong-khrua,Nomen,"Home,A2",2,แม่ทำอาหารในห้องครัว,Mama kocht in der Küche.
โรงพยาบาล,Krankenhaus,rong-pha-yaa-baan,Nomen,"Health,A2",2,เขาไปโรงพยาบาล,Er ist im Krankenhaus.
ธนาคาร,Bank,tha-na-khaan,Nomen,"Shopping,A2",2,ฉันต้องไปธนาคาร,Ich muss zur Bank.
สนามบิน,Flughafen,sa-naam-bin,Nomen,"Travel,A2",2,ฉันไปสนามบิน,Ich fahre zum Flughafen.
สถานี,Station,sa-thaa-nii,Nomen,"Travel,A2",2,สถานีอยู่ไกลไหม,Wo ist der Bahnhof?
สวน,Park/Garten,suan,Nomen,"Home,A2",2,เราไปเดินเล่นในสวน,Wir spazieren im Park.
ภูเขา,Berg,phuu-khao,Nomen,"Travel,A2",2,ภูเขาสูงมาก,Der Berg ist sehr hoch.
เครื่องบิน,Flugzeug,khrueang-bin,Nomen,"Travel,A2",2,เครื่องบินขึ้นแล้ว,Das Flugzeug ist schon gestartet.
เนื้อ,Fleisch,nuea,Nomen,"Food,A2",2,ฉันไม่กินเนื้อ,Ich esse kein Fleisch.
สัปดาห์,Woche,sapda,Nomen,"zeit,A2",3,ฉันทำงานห้าวันต่อสัปดาห์,Ich arbeite fünf Tage pro Woche.
กระจก,Spiegel,krajok,Nomen,"haushalt,A2",3,นี่คือกระจก,Zu Hause brauche ich oft Spiegel.
กางเกงยีนส์,Jeans,kangkeng yin,Nomen,"kleidung,A2",3,นี่คือกางเกงยีนส์,Diese Jeans passt mir sehr gut.
การท่องเที่ยว,Tourismus,kan thongthiao,Nomen,"reise,A2",3,นี่คือการท่องเที่ยว,Der Tourismus ist wichtig fuer die Region.
กำแพง,Wand,kamphaeng,Nomen,"haushalt,A2",3,นี่คือกำแพง,An der Wand haengt ein Kalender.
กำไร,Gewinn,kamrai,Nomen,"arbeit,A2",3,นี่คือกำไร,Dieses Jahr macht die Firma mehr Gewinn.
ก๋วยเตี๋ยว,Nudelsuppe,kuai tiao,Nomen,"essen,A2",3,นี่คือก๋วยเตี๋ยว,Die Nudelsuppe ist sehr heiss.
ขาดทุน,Verlust,khatthun,Nomen,"arbeit,A2",3,นี่คือขาดทุน,Letzten Monat gab es leider Verlust.
ข้าวเหนียว,Klebreis,khao niao,Nomen,"essen,A2",3,นี่คือข้าวเหนียว,Zu Mango passt Klebreis sehr gut.
คลินิก,Klinik,khlinik,Nomen,"gesundheit,A2",3,นี่คือคลินิก,Die Klinik ist nur fuenf Minuten entfernt.
คอ,Hals,kho,Nomen,"koerper,A2",3,นี่คือคอ,Beim Sport achte ich auf Hals.
คุกกี้,Keks,khukki,Nomen,"essen,A2",3,นี่คือคุกกี้,Zum Kaffee nehme ich einen Keks.
จองล่วงหน้า,im Voraus buchen,jong luang na,Verb,"reise,A2",3,ฉันจองล่วงหน้า,In der Hauptsaison solltest du im Voraus buchen.
จัดการ,organisieren/verwalten,jatkan,Verb,"arbeit,A2",3,ฉันจัดการ,Sie organisiert das Team sehr gut.
จาน,Teller,jan,Nomen,"haushalt,A2",3,นี่คือจาน,Zu Hause brauche ich oft Teller.
จาม,niesen,jam,Verb,"gesundheit,A2",3,ฉันจาม,Wegen des Staubs muss ich staendig niesen.
ชานเมือง,Vorstadt,chan mueang,Nomen,"orte,A2",3,นี่คือชานเมือง,In der Vorstadt sind die Mieten guenstiger.
ชาม,Schüssel,cham,Nomen,"haushalt,A2",3,นี่คือชาม,Die Suppe ist in einer grossen Schuessel.
ชุดว่ายน้ำ,Badeanzug,chut wai nam,Nomen,"kleidung,A2",3,นี่คือชุดว่ายน้ำ,Vergiss deinen Badeanzug fuer den Strand nicht.
ช็อกโกแลต,Schokolade,chokkolat,Nomen,"essen,A2",3,นี่คือช็อกโกแลต,Ich esse nur ein kleines Stueck Schokolade.
ช้อน,Löffel,chon,Nomen,"haushalt,A2",3,นี่คือช้อน,Zu Hause brauche ich oft Löffel.
ช้อนชา,Teelöffel,chon cha,Nomen,"essen,A2",3,นี่คือช้อนชา,Ich nehme einen Teeloeffel Zucker.
ช้อนโต๊ะ,Esslöffel,chon to,Nomen,"essen,A2",3,นี่คือช้อนโต๊ะ,Fuer das Rezept brauchst du einen Essloeffel Oel.
ซอย,Gasse,soi,Nomen,"orte,A2",3,นี่คือซอย,Das Cafe ist in einer kleinen Gasse.
ซีอิ๊ว,Sojasauce,si iu,Nomen,"essen,A2",3,นี่คือซีอิ๊ว,Gib nicht zu viel Sojasauce in die Pfanne.
ดาวน์โหลด,herunterladen,dao lot,Verb,"technik,A2",3,ฉันดาวน์โหลด,Bei der Arbeit muss ich oft herunterladen.
ด่านตรวจ,Kontrollstelle,dan truat,Nomen,"reise,A2",3,นี่คือด่านตรวจ,An der Kontrollstelle wurden alle Fahrzeuge geprueft.
ติดต่อ,kontaktieren,tit to,Verb,"arbeit,A2",3,ฉันติดต่อ,Bei Fragen koennen Sie uns jederzeit kontaktieren.
ตู้,Schrank,tu,Nomen,"haushalt,A2",3,นี่คือตู้,Die Glaeser stehen im oberen Schrank.
ตู้เย็น,Kühlschrank,tu yen,Nomen,"haushalt,A2",3,นี่คือตู้เย็น,Zu Hause brauche ich oft Kühlschrank.
ตู้เสื้อผ้า,Kleiderschrank,tu suea pha,Nomen,"haushalt,A2",3,นี่คือตู้เสื้อผ้า,Die Jacke haengt im Kleiderschrank.
ต่างหู,Ohrring,tang hu,Nomen,"kleidung,A2",3,นี่คือต่างหู,Sie traegt heute goldene Ohrringe.
ต้ม,kochen/sieden,tom,Verb,"essen,A2",3,ฉันต้ม,Heute koche ich Reis und Suppe.
ถังขยะ,Mülleimer,thang khaya,Nomen,"haushalt,A2",3,นี่คือถังขยะ,Wirf das bitte in den Muelleimer.
ถั่ว,Bohne/Nuss,thua,Nomen,"essen,A2",3,นี่คือถั่ว,Im Salat sind Bohnen und Nuesse.
ถุงมือ,Handschuh,thung mue,Nomen,"kleidung,A2",3,นี่คือถุงมือ,Ohne Handschuhe sind meine Haende sofort kalt.
ทอด,braten/frittieren,thot,Verb,"essen,A2",3,ฉันทอด,Ich brate den Fisch in der Pfanne.
ที่นอน,Matratze,thi non,Nomen,"haushalt,A2",3,นี่คือที่นอน,Die Matratze ist fuer mich zu weich.
ท้อง,Bauch,thong,Nomen,"koerper,A2",3,นี่คือท้อง,Beim Sport achte ich auf Bauch.
นม,Milch,nom,Nomen,"essen,A2",3,นี่คือนม,Im Supermarkt kaufe ich oft Milch.
นิ้ว,Finger,nio,Nomen,"koerper,A2",3,นี่คือนิ้ว,Beim Sport achte ich auf Finger.
น้ำปลา,Fischsauce,nam pla,Nomen,"essen,A2",3,นี่คือน้ำปลา,Fuer den typischen Geschmack kommt etwas Fischsauce dazu.
น้ำผึ้ง,Honig,nam phueng,Nomen,"essen,A2",3,นี่คือน้ำผึ้ง,Ich trinke Tee mit etwas Honig.
น้ำมัน,Öl,nam man,Nomen,"essen,A2",3,นี่คือน้ำมัน,Zum Braten nehme ich nur wenig Oel.
น้ำส้ม,Orangensaft,nam som,Nomen,"essen,A2",3,นี่คือน้ำส้ม,Morgens trinke ich ein Glas Orangensaft.
น้ำแข็ง,Eiswürfel,nam khaeng,Nomen,"essen,A2",3,นี่คือน้ำแข็ง,Bitte gib drei Eiswuerfel ins Glas.
บะหมี่,Nudeln,ba mi,Nomen,"essen,A2",3,นี่คือบะหมี่,Abends koche ich oft Nudeln.
บัญชี,Konto,banchi,Nomen,"arbeit,A2",3,นี่คือบัญชี,Im Buero brauche ich Konto.
ประชุม,Besprechung,prachum,Nomen,"arbeit,A2",3,นี่คือประชุม,Um neun Uhr haben wir eine Besprechung.
ประสบการณ์,Erfahrung,prasopkan,Nomen,"arbeit,A2",3,นี่คือประสบการณ์,Fuer diese Stelle braucht man Erfahrung.
ปวดท้อง,Bauchschmerzen,puat thong,Nomen,"gesundheit,A2",3,นี่คือปวดท้อง,Nach dem Essen bekam ich Bauchschmerzen.
ปวดหัว,Kopfschmerzen,puat hua,Nomen,"gesundheit,A2",3,นี่คือปวดหัว,Ich habe nach der Arbeit oft Kopfschmerzen.
ผสม,mischen,phasom,Verb,"essen,A2",3,ฉันผสม,Mische zuerst Mehl und Wasser gut.
ผ้า,Stoff,pha,Nomen,"kleidung,A2",3,นี่คือผ้า,Dieser Stoff fuehlt sich sehr weich an.
ผ้าห่ม,Decke,pha hom,Nomen,"haushalt,A2",3,นี่คือผ้าห่ม,Zu Hause brauche ich oft Decke.
ผ้าเช็ดตัว,Handtuch,pha chet tua,Nomen,"haushalt,A2",3,นี่คือผ้าเช็ดตัว,Zu Hause brauche ich oft Handtuch.
พัดลม,Ventilator,phat lom,Nomen,"haushalt,A2",3,นี่คือพัดลม,Bei Hitze laeuft der Ventilator den ganzen Tag.
พิมพ์,tippen/drucken,phim,Verb,"arbeit,A2",3,ฉันพิมพ์,Bei der Arbeit muss ich oft tippen/drucken.
พื้น,Boden,phuen,Nomen,"haushalt,A2",3,นี่คือพื้น,Der Boden ist nach dem Wischen noch nass.
ฟักทอง,Kürbis,fak thong,Nomen,"essen,A2",3,นี่คือฟักทอง,Im Herbst machen wir oft Kuerbissuppe.
มะนาว,Limette,manao,Nomen,"essen,A2",3,นี่คือมะนาว,Ein wenig Limette macht den Geschmack frischer.
มีด,Messer,mit,Nomen,"haushalt,A2",3,นี่คือมีด,Zu Hause brauche ich oft Messer.
ยา,Medizin,ya,Nomen,"gesundheit,A2",3,นี่คือยา,In der Apotheke frage ich nach Medizin.
ยาสีฟัน,Zahnpasta,ya si fan,Nomen,"haushalt,A2",3,นี่คือยาสีฟัน,Zu Hause brauche ich oft Zahnpasta.
รถติด,Stau,rot tit,Nomen,"verkehr,A2",3,นี่คือรถติด,Wegen des Staus komme ich zu spaet.
รหัสผ่าน,Passwort,rahat phan,Nomen,"technik,A2",3,นี่คือรหัสผ่าน,Am Computer nutze ich Passwort.
รองเท้าบูท,Stiefel,rong thao but,Nomen,"kleidung,A2",3,นี่คือรองเท้าบูท,Bei Regen ziehe ich Stiefel an.
รองเท้าแตะ,Sandalen,rong thao tae,Nomen,"kleidung,A2",3,นี่คือรองเท้าแตะ,Am Strand trage ich nur Sandalen.
รายงาน,Bericht,raingan,Nomen,"arbeit,A2",3,นี่คือรายงาน,Den Bericht gebe ich bis morgen ab.
ร่ม,Regenschirm,rom,Nomen,"kleidung,A2",3,นี่คือร่ม,"Nimm einen Regenschirm mit, es wird gleich regnen."
ลายเซ็น,Unterschrift,laisen,Nomen,"arbeit,A2",3,นี่คือลายเซ็น,Hier fehlt noch deine Unterschrift.
ลาออก,kündigen,la ok,Verb,"arbeit,A2",3,ฉันลาออก,Er kuendigt zum Monatsende.
วีซ่า,Visum,wisa,Nomen,"reise,A2",3,นี่คือวีซ่า,Fuer diese Reise brauche ich ein Visum.
สถานีตำรวจ,Polizeistation,sathani tamruat,Nomen,"stadt,A2",3,นี่คือสถานีตำรวจ,Die Polizeistation ist gleich neben dem Markt.
สบู่,Seife,sabu,Nomen,"haushalt,A2",3,นี่คือสบู่,Zu Hause brauche ich oft Seife.
สมัคร,bewerben/anmelden,samak,Verb,"arbeit,A2",3,ฉันสมัคร,Bei der Arbeit muss ich oft bewerben/anmelden.
สร้อยคอ,Halskette,soi kho,Nomen,"kleidung,A2",3,นี่คือสร้อยคอ,Die Halskette war ein Geschenk von meiner Mutter.
สัมภาษณ์,Interview,samphat,Nomen,"arbeit,A2",3,นี่คือสัมภาษณ์,Morgen habe ich ein Interview.
สำนักงาน,Büro,samnakngan,Nomen,"arbeit,A2",3,นี่คือสำนักงาน,Mein Buero ist im dritten Stock.
สี่แยก,Kreuzung,si yaek,Nomen,"orte,A2",3,นี่คือสี่แยก,An der Kreuzung biegen wir links ab.
สุขภาพ,Gesundheit,sukkhaphap,Nomen,"gesundheit,A2",3,นี่คือสุขภาพ,Fuer meine Gesundheit gehe ich regelmaessig spazieren.
สแกน,scannen,saekaen,Verb,"technik,A2",3,ฉันสแกน,Kannst du dieses Dokument bitte scannen?
ส้อม,Gabel,som,Nomen,"haushalt,A2",3,นี่คือส้อม,Zu Hause brauche ich oft Gabel.
หนังสือเดินทาง,Reisepass,nangsue doenthang,Nomen,"reise,A2",3,นี่คือหนังสือเดินทาง,Bitte zeigen Sie Ihren Reisepass.
หน้าต่าง,Fenster,nataang,Nomen,"haushalt,A2",3,นี่คือหน้าต่าง,Zu Hause brauche ich oft Fenster.
หมอน,Kissen,mon,Nomen,"haushalt,A2",3,นี่คือหมอน,Zu Hause brauche ich oft Kissen.
หมู่บ้าน,Dorf,mu ban,Nomen,"orte,A2",3,นี่คือหมู่บ้าน,Das Dorf liegt in den Bergen.
หวี,Kamm,wi,Nomen,"haushalt,A2",3,นี่คือหวี,Ich suche morgens oft meinen Kamm.
หัวหน้า,Chef/Vorgesetzter,huana,Nomen,"arbeit,A2",3,นี่คือหัวหน้า,Mein Chef hat heute viele Termine.
หัวใจ,Herz,huachai,Nomen,"koerper,A2",3,นี่คือหัวใจ,Beim Sport achte ich auf Herz.
หั่น,schneiden,han,Verb,"essen,A2",3,ฉันหั่น,Kannst du bitte die Tomaten klein schneiden?
ห้องพัก,Hotelzimmer,hong phak,Nomen,"reise,A2",3,นี่คือห้องพัก,Das Hotelzimmer ist sauber und ruhig.
อก,Brust,ok,Nomen,"koerper,A2",3,นี่คืออก,Seit gestern habe ich Schmerzen in der Brust.
อบ,backen,op,Verb,"essen,A2",3,ฉันอบ,Am Wochenende backe ich einen Kuchen.
อัปโหลด,hochladen,ap lot,Verb,"technik,A2",3,ฉันอัปโหลด,Bitte lade das Foto in die Cloud hoch.
อีเมล,E-Mail,i-meo,Nomen,"arbeit,A2",3,นี่คืออีเมล,Im Buero brauche ich E-Mail.
อุบัติเหตุ,Unfall,ubathet,Nomen,"gesundheit,A2",3,นี่คืออุบัติเหตุ,Auf der Kreuzung gab es einen Unfall.
เก้าอี้,Stuhl,kao i,Nomen,"haushalt,A2",3,นี่คือเก้าอี้,Zu Hause brauche ich oft Stuhl.
เขต,Bezirk,khet,Nomen,"orte,A2",3,นี่คือเขต,Ich wohne in einem ruhigen Bezirk.
เครื่องซักผ้า,Waschmaschine,khrueang sak pha,Nomen,"haushalt,A2",3,นี่คือเครื่องซักผ้า,Die Waschmaschine ist schon wieder kaputt.
เงินสด,Bargeld,ngen sot,Nomen,"arbeit,A2",3,นี่คือเงินสด,Ich habe heute kein Bargeld dabei.
เจ็บ,"wehtun/schmerzen (allgemein, auch verletzen)",jep,Verb,"gesundheit,A2",3,ฉันเจ็บ,Mein Bein tut heute noch weh.
เช็กอิน,einchecken,chek in,Verb,"reise,A2",3,ฉันเช็กอิน,Wir checken um 14 Uhr im Hotel ein.
เช็กเอาต์,auschecken,chek aut,Verb,"reise,A2",3,ฉันเช็กเอาต์,Morgen checken wir frueh aus.
เพดาน,Zimmerdecke,phedan,Nomen,"haushalt,A2",3,นี่คือเพดาน,An der Zimmerdecke haengt eine Lampe.
เพื่อนร่วมงาน,Kollege,phuean ruam ngan,Nomen,"arbeit,A2",3,นี่คือเพื่อนร่วมงาน,Ich bespreche das mit meinem Kollegen.
เลือด,Blut,lueat,Nomen,"koerper,A2",3,นี่คือเลือด,Nach dem Unfall war Blut auf dem Hemd.
เล็บ,Nagel,lep,Nomen,"koerper,A2",3,นี่คือเล็บ,Ich schneide mir heute die Naegel.
เว็บไซต์,Webseite,websai,Nomen,"technik,A2",3,นี่คือเว็บไซต์,Am Computer nutze ich Webseite.
เสิร์ฟ,servieren,soef,Verb,"essen,A2",3,ฉันเสิร์ฟ,Das Restaurant serviert das Essen sehr schnell.
เสื้อกันหนาว,Pullover,suea kan nao,Nomen,"kleidung,A2",3,นี่คือเสื้อกันหนาว,"Abends wird es kalt, deshalb ziehe ich einen Pullover an."
เสื้อยืด,T-Shirt,suea yuet,Nomen,"kleidung,A2",3,นี่คือเสื้อยืด,Im Laden suche ich neue T-Shirt.
เสื้อเชิ้ต,Hemd,suea choet,Nomen,"kleidung,A2",3,นี่คือเสื้อเชิ้ต,Fuer das Meeting trage ich ein weisses Hemd.
เสื้อโค้ท,Mantel,suea khot,Nomen,"kleidung,A2",3,นี่คือเสื้อโค้ท,Im Winter brauche ich einen warmen Mantel.
เห็ด,Pilz,het,Nomen,"essen,A2",3,นี่คือเห็ด,In der Suppe sind frische Pilze.
เอกสาร,Dokument,eksan,Nomen,"arbeit,A2",3,นี่คือเอกสาร,Bitte schick mir das Dokument per E-Mail.
แชมพู,Shampoo,chaemphu,Nomen,"haushalt,A2",3,นี่คือแชมพู,Zu Hause brauche ich oft Shampoo.
แปรงสีฟัน,Zahnbürste,praeng si fan,Nomen,"haushalt,A2",3,นี่คือแปรงสีฟัน,Zu Hause brauche ich oft Zahnbürste.
แป้ง,Mehl,paeng,Nomen,"essen,A2",3,นี่คือแป้ง,Fuer den Kuchen brauchen wir Mehl.
การ์ด,Karte,kat,Nomen,"soziales,A2",3,ฉันเขียนการ์ดให้เพื่อน,Ich schreibe eine Karte für einen Freund.
แผล,Wunde,phlae,Nomen,"gesundheit,A2",3,นี่คือแผล,Die Wunde heilt langsam.
แฟชั่น,Mode,faechan,Nomen,"kleidung,A2",3,นี่คือแฟชั่น,Sie interessiert sich sehr fuer Mode.
แยม,Marmelade,yaem,Nomen,"essen,A2",3,นี่คือแยม,Zum Fruehstueck esse ich Brot mit Marmelade.
แหวน,Ring,waen,Nomen,"kleidung,A2",3,นี่คือแหวน,Er traegt den Ring an der linken Hand.
แอร์,Klimaanlage,ae,Nomen,"reise,A2",3,นี่คือแอร์,Die Klimaanlage laeuft die ganze Nacht.
แฮม,Schinken,haem,Nomen,"essen,A2",3,นี่คือแฮม,Auf dem Sandwich ist Schinken und Kaese.
โครงการ,Projekt,khrongkan,Nomen,"arbeit,A2",3,นี่คือโครงการ,Das Projekt endet Ende des Monats.
โซฟา,Sofa,sofa,Nomen,"haushalt,A2",3,นี่คือโซฟา,Im Wohnzimmer steht ein bequemes Sofa.
โต๊ะ,Tisch,to,Nomen,"haushalt,A2",3,นี่คือโต๊ะ,Zu Hause brauche ich oft Tisch.
โยเกิร์ต,Joghurt,yokoet,Nomen,"essen,A2",3,นี่คือโยเกิร์ต,Nachmittags esse ich oft Joghurt mit Obst.
ใบกำกับภาษี,Rechnung,bai kamkap phasi,Nomen,"arbeit,A2",3,นี่คือใบกำกับภาษี,Die Rechnung wird heute noch geschickt.
ใบเสร็จ,Quittung,baiset,Nomen,"arbeit,A2",3,นี่คือใบเสร็จ,Kann ich bitte die Quittung bekommen?
ไกด์,Reiseführer,kai,Nomen,"reise,A2",3,นี่คือไกด์,Unser Reisefuehrer spricht sehr gut Deutsch.
ไข้,Fieber,khai,Nomen,"gesundheit,A2",3,นี่คือไข้,In der Apotheke frage ich nach Fieber.
ไฟจราจร,Ampel,fai jarajon,Nomen,"verkehr,A2",3,นี่คือไฟจราจร,Warte bitte an der Ampel.
ไมโครเวฟ,Mikrowelle,maikhrowef,Nomen,"haushalt,A2",3,นี่คือไมโครเวฟ,Ich waerme das Essen in der Mikrowelle auf.
ไม้กวาด,Besen,mai kwat,Nomen,"haushalt,A2",3,นี่คือไม้กวาด,Mit dem Besen fege ich den Boden.
ไส้กรอก,Wurst,saikrok,Nomen,"essen,A2",3,นี่คือไส้กรอก,Heute gibt es Wurst mit Reis.
ไหล่,Schulter,lai,Nomen,"koerper,A2",3,นี่คือไหล่,Beim Sport achte ich auf Schulter.
ไอ,husten,ai,Verb,"gesundheit,A2",3,ฉันไอ,Im Alltag muss ich häufig husten.
อาจารย์,Dozent,ajan,Nomen,"bildung,A2",3,นี่คืออาจารย์,Heute benutze ich das Wort Dozent in einem Satz.
โรงงาน,Fabrik,rong ngan,Nomen,"arbeit,A2",3,เขาทำงานในโรงงาน,Er arbeitet in einer Fabrik.
ตำแหน่ง,Position,tamnaeng,Nomen,"arbeit,A2",3,นี่คือตำแหน่ง,Heute benutze ich das Wort Position in einem Satz.
เทศกาล,Festival,thetsakan,Nomen,"kultur,A2",3,นี่คือเทศกาล,Heute benutze ich das Wort Festival in einem Satz.
